,Rank,Name,Keywords,Corr,pvalue
281,282,IN_AutoMutualInfoStats_diff_20_kraskov1_4_pcrossmedian,"information,correlation,AMI",0.271,2.9127950966017457e-18
282,283,MF_ExpSmoothing_05_best_ac2n,model,0.270,3.2911371568533617e-18
283,284,MF_CompareTestSets_y_ss_2_uniform_25_01_1_meandiffs_mean,"model,prediction,stationarity",0.270,3.2711157849534563e-18
284,285,MF_CompareTestSets_y_ar_best_uniform_25_01_1_meandiffs_std,"model,prediction,arfit,stationarity",0.270,3.717822647236589e-18
285,286,PP_Compare_spline64_statav8,"preprocessing,raw,stationarity",0.270,4.1611721549343915e-18
286,287,DN_OutlierInclude_n_001_nfexpb,"distribution,outliers",0.270,3.933064675611942e-18
287,288,CO_Embed2_Dist_tau_d_ac1,"correlation,embedding",0.270,3.2357494617217257e-18
288,289,CO_Embed2_Basic_1_stdincircle,correlation,0.270,3.616491482748238e-18
289,290,SB_TransitionpAlphabet_20_ac_symd_a,"symbolic,transitionmat",0.270,3.286257882288058e-18
290,291,MF_StateSpaceCompOrder_8_mindiffaic,model,0.269,4.701142179871021e-18
291,292,MF_CompareTestSets_y_ar_4_rand_25_01_1_meandiffs_std,"model,prediction,stationarity",0.269,5.3613551139352386e-18
292,293,PH_Walker_momentum_2_w_min,trend,0.269,4.285018847543368e-18
293,294,CO_AddNoise_ac_even_10_fitexpb,"correlation,AMI,entropy",0.269,4.427977146595956e-18
294,295,MF_compare_GARCH_ar_1_3_1_3_max_maxlbqps,model,0.268,7.4921858801014e-18
295,296,SP_Summaries_fft_fpoly2_rmse,FourierSpectrum,0.268,7.35774587379585e-18
296,297,SP_Summaries_welch_rect_fpoly2_rmse,FourierSpectrum,0.268,6.8398107762943735e-18
297,298,SY_DriftingMeann10_min,stationarity,0.268,6.4878338992877435e-18
298,299,IN_AutoMutualInfoStats_diff_20_gaussian_ami3,"information,correlation,AMI",0.268,6.8664143802020504e-18
299,300,MF_CompareTestSets_y_ss_2_uniform_25_01_1_meandiffs_std,"model,prediction,stationarity",0.267,9.180233153455877e-18
300,301,MF_CompareTestSets_y_ss_2_uniform_25_01_1_meandiffs_median,"model,prediction,stationarity",0.267,8.752488842147764e-18
301,302,PP_Compare_spline64_swms5_2,"preprocessing,raw,stationarity",0.267,8.254916430992176e-18
302,303,PP_Compare_spline64_statav6,"preprocessing,raw,stationarity",0.267,9.974286015805992e-18
303,304,SD_TSTL_surrogates_1_100_1_tc3_stdsurr,"nonlinear,tstool,correlation,surrogate",0.267,8.28313325217195e-18
304,305,SC_FluctAnal_2_std_50_logi_alpha,scaling,0.267,8.233168255201722e-18
305,306,DN_SimpleFit_exp1_AC2_hsqrt,"distribution,gof,exp1",0.267,8.433915957895607e-18
306,307,DN_Moments_5,"distribution,moment,shape",0.267,1.0119580186788857e-17
307,308,DN_Moments_3,"distribution,moment,shape",0.267,9.457528025446209e-18
308,309,NL_TSTL_dimensions_50_ac_fnnmar_bc_mbestfit,"nonlinear,tstool,scaling,dimension",0.266,3.7262950227567573e-17
309,310,SC_FluctAnal_mag_2_dfa_50_2_logi_ratsplitminerr,scaling,0.266,1.022129519749381e-17
310,311,DN_CompareKSFit_norm_psx,"distribution,ksdensity,raw",0.266,1.5124099998488063e-17
311,312,DN_RemovePoints_absfar_01_remove_mean,"correlation,outliers",0.266,1.2490886625115444e-17
312,313,ST_MomentCorr_002_02_mean_std_none_R,statistics,0.265,1.4635882986922413e-17
313,314,CP_l1pwc_sweep_lambda_0_005_095_bestrmserrpseg,stepdetection,0.265,1.7863214838524696e-17
314,315,MF_compare_GARCH_ar_1_3_1_3_max_maxarchps,model,0.265,1.861777560563737e-17
315,316,PP_Compare_spline44_swms5_2,"preprocessing,raw,stationarity",0.265,1.869653831625768e-17
316,317,NL_TSTL_dimensions_50_ac_fnnmar_bc_meanm2,"nonlinear,tstool,scaling,dimension",0.265,4.8210954028875506e-17
317,318,NL_TISEAN_fnn_1_10_005_nHood2_1,"nonlinear,dimension,tisean",0.265,2.3917140823526802e-17
318,319,MF_armax_1_1_05_1_MA_1,model,0.264,1.9782276735183237e-17
319,320,PP_Compare_diff2_statav8,"preprocessing,raw,stationarity",0.264,1.935862036490382e-17
320,321,SC_FluctAnal_2_rsrangefit_50_1_logi_linfitint,scaling,0.264,1.837786502992065e-17
321,322,SB_MotifThree_diffquant_acaa,"symbolic,motifs",0.264,2.33635302696846e-17
322,323,PH_Walker_runningvar_15_50_w_min,trend,0.264,1.905126749863738e-17
323,324,CO_Embed2_Basic_tau_stdincircle,correlation,0.264,2.1934156960889783e-17
324,325,NL_MS_nlpe_2_mi_popt,"nonlinear,prediction,model",0.263,3.161460662041865e-17
325,326,NL_MS_nlpe_2_mi_p5_5,"nonlinear,prediction,model",0.263,3.822607296621177e-17
326,327,NL_TSTL_dimensions_50_ac_fnnmar_bc_minm2,"nonlinear,tstool,scaling,dimension",0.263,8.276613050313256e-17
327,328,SP_Summaries_fft_linfitloglog_mf_a2,FourierSpectrum,0.263,2.6421702794389736e-17
328,329,SP_Summaries_welch_rect_linfitloglog_mf_a2,FourierSpectrum,0.263,2.6421702794389736e-17
329,330,PH_Walker_biasprop_05_01_w_median,trend,0.263,2.4396013562533146e-17
330,331,SY_SpreadRandomLocal_ac2_100_stdmean,stationarity,0.263,3.182293750870633e-17
331,332,EN_CID_minCE2,"entropy,distribution",0.263,3.006528932329351e-17
332,333,SY_KPSStest_0_10_maxstat,"stationarity,hypothesistest",0.262,3.699674641006955e-17
333,334,SY_KPSStest_1_stat,"stationarity,hypothesistest",0.262,4.101935500717583e-17
334,335,MF_steps_ahead_arma_3_1_6_meandiffrms,"model,prediction",0.262,3.2869449705005833e-17
335,336,PP_Compare_diff2_swms10_1,"preprocessing,raw,stationarity",0.262,3.981316226556468e-17
336,337,NL_TSTL_LargestLyap_n1_01_001_3_mi_fnnmar_to095max,"nonlinear,tstool",0.262,4.649141895794004e-17
337,338,NL_TSTL_LargestLyap_n1_01_001_3_mi_fnnmar_pcross08max,"nonlinear,tstool",0.262,4.801698241824942e-17
338,339,SP_Summaries_pgram_hamm_linfitloglog_all_sigma,FourierSpectrum,0.262,4.106333360731992e-17
339,340,FC_LocalSimple_lfit2_ac1,forecasting,0.262,3.758187866090782e-17
340,341,PH_Walker_runningvar_15_50_w_mean,trend,0.262,3.6717178465736935e-17
341,342,SB_TransitionMatrix_51_maxeig,"symbolic,transitionmat",0.262,4.1232569873973726e-17
342,343,IN_AutoMutualInfoStats_diff_20_kraskov1_4_pcrossmean,"information,correlation,AMI",0.262,3.609780935546381e-17
343,344,MF_armax_1_1_05_1_p3_5,model,0.261,4.7978302372556226e-17
344,345,MF_StateSpace_n4sid_1_05_1_p3_5,model,0.261,4.583962350434682e-17
345,346,MF_FitSubsegments_arma_2_2_uniform_25_01_q_1_mean,"model,prediction",0.261,4.407476616059184e-17
346,347,SP_Summaries_pgram_hamm_linfitloglog_mf_a2,FourierSpectrum,0.261,5.4838696892455003e-17
347,348,PH_Walker_momentum_2_res_runstest,trend,0.261,5.552728004669084e-17
348,349,PH_Walker_biasprop_05_01_sw_minrat,trend,0.261,4.4061009459453764e-17
349,350,SB_TransitionMatrix_4ac_symdiff,"symbolic,transitionmat",0.261,5.38825845162195e-17
350,351,quantile_40,distribution,0.261,5.303905487537554e-17
351,352,CP_ML_StepDetect_l1pwc_02_meanstepint,stepdetection,0.260,7.384921334517454e-17
352,353,MF_armax_1_1_05_1_ac2n,model,0.260,6.166537004947132e-17
353,354,MF_StateSpace_n4sid_1_05_1_ac1,model,0.260,6.082334304765029e-17
354,355,MF_steps_ahead_ss_best_6_rmserr_2,"model,prediction",0.260,6.362804612758759e-17
355,356,PP_Compare_diff2_statav4,"preprocessing,raw,stationarity",0.260,5.820511995210396e-17
356,357,PP_Compare_diff2_statav2,"preprocessing,raw,stationarity",0.260,7.429457947197458e-17
357,358,SC_FluctAnal_2_dfa_50_1_2_logi_linfitint,scaling,0.260,5.716141431804601e-17
358,359,FC_LocalSimple_median7_meanerr,forecasting,0.260,7.390276513804306e-17
359,360,DN_Moments_raw_3,"distribution,moment,shape,raw,spreaddep",0.260,6.353662944859674e-17
360,361,DN_Moments_7,"distribution,moment,shape",0.260,6.70780386770372e-17
361,362,CP_ML_StepDetect_l1pwc_005_maxstepint,stepdetection,0.259,9.833131005547169e-17
362,363,WL_fBM_p1,wavelet,0.259,7.885403439538919e-17
363,364,PP_Compare_diff2_swms5_2,"preprocessing,raw,stationarity",0.259,9.079065814451255e-17
364,365,PP_Compare_spline44_swms2_2,"preprocessing,raw,stationarity",0.259,7.620696958431399e-17
365,366,SC_FluctAnal_2_dfa_50_1_logi_r2_se2,scaling,0.259,4.083321263232319e-16
366,367,SB_TransitionpAlphabet_20_ac_maxeig_fexprmse,"symbolic,transitionmat",0.259,9.446108931601784e-17
367,368,CO_AddNoise_1_even_10_pdec,"correlation,AMI,entropy",0.259,9.4712133382707e-17
368,369,DN_OutlierTest5_mean,"spread,distribution,outliers",0.259,8.741484480124812e-17
369,370,SY_SlidingWindow_mom3_s2_10,stationarity,0.259,7.517999406088565e-17
370,371,MF_CompareTestSets_y_ar_4_rand_25_01_1_meandiffs_iqr,"model,prediction,stationarity",0.258,1.07132665074915e-16
371,372,NL_MS_nlpe_3_ac_p4_5,"nonlinear,prediction,model",0.258,1.6725795409674497e-16
372,373,PP_Compare_rav10_gauss1_kd_rmse,"preprocessing,raw",0.258,1.3666593883526014e-16
373,374,PP_Compare_diff2_statav6,"preprocessing,raw,stationarity",0.258,1.2655563442785304e-16
374,375,FC_LocalSimple_lfit2_taures,forecasting,0.258,1.0225687982528707e-16
375,376,FC_LocalSimple_median5_meanerr,forecasting,0.258,1.153616767403256e-16
376,377,CO_AddNoise_ac_std1_10_firstUnder50,"correlation,AMI,entropy",0.258,1.2626867601876393e-16
377,378,MF_StateSpace_n4sid_1_05_1_dwts,model,0.257,1.346357809794812e-16
378,379,MF_CompareTestSets_y_ar_best_uniform_25_01_1_meandiffs_iqr,"model,prediction,arfit,stationarity",0.257,1.5891753098487455e-16
379,380,MF_steps_ahead_ss_best_6_mabserr_1,"model,prediction",0.257,1.4932811304991508e-16
380,381,SY_TISEAN_nstat_z_5_1_3_median,"nonlinear,tisean,model,stationarity",0.257,1.8084225590749448e-16
381,382,ST_LocalExtrema_n100_medianabsmin,"distribution,stationarity",0.257,1.5417993197713709e-16
382,383,FC_LocalSimple_lfit3_ac1,forecasting,0.257,1.5024842478804058e-16
383,384,DN_RemovePoints_min_01_saturate_ac2diff,"correlation,outliers",0.257,1.3144056923699208e-16
384,385,DN_Moments_11,"distribution,moment,shape",0.257,1.453691914634474e-16
385,386,MF_GARCHfit_ar_P1_Q2_stde_minfpe,model,0.256,2.172635712045669e-16
386,387,MF_steps_ahead_ar_best_6_rmserr_2,"model,prediction,arfit",0.256,2.0089107191852957e-16
387,388,NL_MS_nlpe_2_mi_ac1,"nonlinear,prediction,model",0.256,2.24945505421839e-16
388,389,SP_Summaries_pgram_hamm_fpoly2_sse,FourierSpectrum,0.256,2.1713604862708313e-16
389,390,SC_FluctAnal_mag_2_dfa_50_2_logi_resac1,scaling,0.256,1.8003651019295937e-16
390,391,SC_FluctAnal_2_dfa_50_1_logi_linfitint,scaling,0.256,2.0821690502614763e-16
391,392,PH_Walker_prop_05_res_runstest,trend,0.256,1.9473760168887253e-16
392,393,DN_RemovePoints_min_05_saturate_ac3diff,"correlation,outliers",0.256,1.7903641388186848e-16
393,394,DN_OutlierTest2_mean,"spread,distribution,outliers",0.256,2.2319581374106366e-16
394,395,DN_Moments_9,"distribution,moment,shape",0.256,1.7760451319902458e-16
395,396,MF_CompareTestSets_y_ss_2_uniform_25_01_1_meandiffs_iqr,"model,prediction,stationarity",0.255,2.6763036896869227e-16
396,397,PP_Compare_spline64_swms10_1,"preprocessing,raw,stationarity",0.255,2.53132549112038e-16
397,398,SY_TISEAN_nstat_z_4_1_3_median,"nonlinear,tisean,model,stationarity",0.255,2.893752784159834e-16
398,399,FC_LocalSimple_lfit3_taures,forecasting,0.255,2.7761252817558105e-16
399,400,PH_Walker_runningvar_15_50_w_median,trend,0.255,2.612941821864204e-16
400,401,NL_MS_nlpe_3_ac_popt,"nonlinear,prediction,model",0.254,5.581095565080128e-16
401,402,NL_TSTL_dimensions_50_ac_fnnmar_scr_bc_m1_meansqres,"nonlinear,tstool,scaling,dimension",0.254,9.763354843156535e-16
402,403,NL_TSTL_dimensions_50_ac_fnnmar_scr_bc_m1_meanabsres,"nonlinear,tstool,scaling,dimension",0.254,7.840737945432396e-16
403,404,SC_FluctAnal_2_endptdiff_50_logi_linfitint,scaling,0.254,3.739921960519018e-16
404,405,NL_DVV_3_100_2_50_10_default_meanDiffSurr,delayVectorVariance,0.254,3.960665253035315e-16
405,406,MF_ExpSmoothing_05_best_p5_5,model,0.253,4.828167037819562e-16
406,407,MF_FitSubsegments_ar_2_uniform_25_01_a_1_std,"model,prediction",0.253,4.368942072670462e-16
407,408,WL_fBM_p2,wavelet,0.253,4.0684763214414566e-16
408,409,NL_TSTL_PoincareSection_max_mi_tauacy,"nonlinear,tstool",0.253,6.742964583176462e-16
409,410,NL_TSTL_FractalDimensions_2_100_02_1_5_10_32_1_5_rangeq,"nonlinear,tstool,dimension,correlation,stochastic",0.253,4.905807329453992e-16
410,411,SC_FluctAnal_2_dfa_50_1_3_logi_alpha,scaling,0.253,4.1394683221819466e-16
411,412,SC_FluctAnal_2_rsrangefit_50_1_logi_r2_alpha,scaling,0.253,1.5704564153544689e-15
412,413,ST_MomentCorr_002_02_mean_std_none_density,statistics,0.252,5.270065169707424e-16
413,414,MF_GARCHfit_ar_P1_Q1_stde_minfpe,model,0.252,6.106458134752446e-16
414,415,NL_MS_nlpe_3_ac_sbc1,"nonlinear,prediction,model",0.252,8.861401563919057e-16
415,416,NL_MS_nlpe_2_mi_dwts,"nonlinear,prediction,model",0.252,6.806540738237737e-16
416,417,SP_Summaries_fft_numPromPeaks_2,FourierSpectrum,0.252,5.735380801126602e-16
417,418,SP_Summaries_welch_rect_numPromPeaks_2,FourierSpectrum,0.252,6.496876235080435e-16
418,419,SC_FluctAnal_2_rsrange_50_logi_r2_alpha,scaling,0.252,1.6152587870889664e-15
419,420,SB_MotifTwo_diff_uuu,"symbolic,motifs",0.252,6.254839566539995e-16
420,421,SB_MotifTwo_diff_uu,"symbolic,motifs",0.252,5.2619413754430245e-16
421,422,DN_Moments_raw_10,"distribution,moment,shape,raw,spreaddep",0.252,6.676345906044816e-16
422,423,MF_GARCHfit_ar_P1_Q2_stde_ac1n,model,0.251,7.36550645309875e-16
423,424,MF_ExpSmoothing_05_best_maxonmean,model,0.251,7.75141298252955e-16
424,425,NL_embed_PCA_1_10_min,"embedding,pca",0.251,8.629675866178873e-16
425,426,PP_Compare_medianf4_gauss1_kd_rmse,"preprocessing,raw",0.251,9.928195578398556e-16
426,427,NL_TSTL_PoincareSection_max_1_tauacx,"nonlinear,tstool",0.251,7.754427939945258e-16
427,428,NL_TSTL_dimensions_50_ac_fnnmar_bc_lfitm2,"nonlinear,tstool,scaling,dimension",0.251,1.8958718351896353e-15
428,429,FC_LocalSimple_median3_meanerr,forecasting,0.251,7.703977880172892e-16
429,430,PH_Walker_momentum_2_w_median,trend,0.251,7.985014780060137e-16
430,431,DK_TheilerQ,misc,0.251,6.915148379353116e-16
431,432,DN_OutlierTest10_mean,"spread,distribution,outliers",0.251,7.839118156573332e-16
432,433,SY_LocalGlobal_absmean_p1,"stationarity,distribution",0.251,7.433482342589391e-16
433,434,SY_SlidingWindow_m_sampen5_10,stationarity,0.251,8.357311876402656e-16
434,435,DN_Moments_raw_5,"distribution,moment,shape,raw,spreaddep",0.251,8.688030174235782e-16
435,436,ST_MomentCorr_002_02_mean_std_none_mi,statistics,0.250,9.217444176211667e-16
436,437,ST_MomentCorr_002_02_mean_std_none_absR,statistics,0.250,9.223697462093613e-16
437,438,MF_StateSpace_n4sid_1_05_1_ftbth,model,0.250,9.997587987485443e-16
438,439,MF_FitSubsegments_arsbc_rand_25_01_orders_mode,"model,prediction,arfit",0.250,1.07344464624549e-15
439,440,MF_steps_ahead_arma_3_1_6_rmserr_2,"model,prediction",0.250,1.089172171529503e-15
440,441,PP_Compare_medianf4_gauss1_kd_r2,"preprocessing,raw",0.250,1.1133400263297576e-15
441,442,NL_TSTL_LargestLyap_n1_01_001_3_mi_fnnmar_expfit_a,"nonlinear,tstool",0.250,2.366066238553876e-15
442,443,SP_Summaries_welch_rect_fpoly2_sse,FourierSpectrum,0.250,1.1684603699502041e-15
443,444,SC_FluctAnal_2_dfa_50_1_logi_r2_alpha,scaling,0.250,4.212560196824952e-15
444,445,ST_LocalExtrema_n25_diffmaxabsmin,"distribution,stationarity",0.250,9.945504193794044e-16
445,446,FC_LocalSimple_lfit4_ac1,forecasting,0.250,9.076955640424652e-16
446,447,FC_LocalSimple_lfit2_tauresrat,forecasting,0.250,1.0350070970360078e-15
447,448,DN_Moments_raw_8,"distribution,moment,shape,raw,spreaddep",0.250,9.147030123863785e-16
448,449,CP_ML_StepDetect_l1pwc_02_maxstepint,stepdetection,0.249,1.2972144736780088e-15
449,450,MF_FitSubsegments_arsbc_uniform_25_01_orders_mean,"model,prediction,arfit",0.249,1.2822887408016213e-15
450,451,NL_MS_nlpe_fnn_mi_propbth,"nonlinear,prediction,model,slow",0.249,1.5029649920974427e-15
451,452,SP_Summaries_fft_fpoly2_sse,FourierSpectrum,0.249,1.2355687811386299e-15
452,453,SB_MotifTwo_diff_uuuu,"symbolic,motifs",0.249,1.534853753215241e-15
453,454,ST_LocalExtrema_n25_maxabsext,"distribution,stationarity",0.249,1.483672277530317e-15
454,455,FC_LocalSimple_lfittau_swm,forecasting,0.249,1.314067651523201e-15
455,456,FC_LocalSimple_lfit4_taures,forecasting,0.249,1.2230158738224268e-15
456,457,SB_TransitionpAlphabet_20_ac_maxeig_fexpb,"symbolic,transitionmat",0.249,1.405502641660142e-15
457,458,CO_AddNoise_ac_std1_10_fitexpr2,"correlation,AMI,entropy",0.249,1.2604268966055158e-15
458,459,EN_CID_minCE1,"entropy,distribution",0.249,1.2905155300801774e-15
459,460,DN_Moments_raw_6,"distribution,moment,shape,raw,spreaddep",0.249,1.4531798859572522e-15
460,461,MF_ExpSmoothing_05_best_p4_5,model,0.248,1.5707389560494271e-15
461,462,MF_CompareTestSets_y_ss_best_uniform_25_01_1_meandiffs_std,"model,prediction,stationarity",0.248,1.967054638379659e-15
462,463,MF_CompareTestSets_y_ss_best_uniform_25_01_1_meandiffs_mean,"model,prediction,stationarity",0.248,1.6062704767877977e-15
463,464,MF_FitSubsegments_arma_2_2_uniform_25_01_p_1_std,"model,prediction",0.248,1.7581600084046694e-15
464,465,PP_Compare_medianf10_gauss1_kd_rmse,"preprocessing,raw",0.248,1.7375077352802976e-15
465,466,NL_TSTL_ReturnTime_5_1_40_n1_1_8_iqr,"nonlinear,tstool",0.248,1.7382887573095736e-15
466,467,SY_TISEAN_nstat_z_4_1_3_mineig,"nonlinear,tisean,model,stationarity",0.248,1.7763006567275584e-15
467,468,PH_Walker_prop_11_res_ac1,trend,0.248,1.9013536456519294e-15
468,469,NW_VisibilityGraph_horiz_modek,"network,visibilityGraph",0.248,1.951233256205157e-15
469,470,DN_Moments_raw_11,"distribution,moment,shape,raw,spreaddep",0.248,1.7005319954683227e-15
470,471,MF_armax_1_1_05_1_ftbth,model,0.247,2.590206667253282e-15
471,472,MF_StateSpace_n4sid_1_05_1_p5_5,model,0.247,2.3433383181096335e-15
472,473,MF_CompareTestSets_y_ss_best_uniform_25_01_1_stdrats_std,"model,prediction,stationarity",0.247,2.444527028819816e-15
473,474,MF_steps_ahead_ar_2_6_meandiffrms,"model,prediction",0.247,2.4059868503740487e-15
474,475,SC_FluctAnal_2_rsrange_50_logi_linfitint,scaling,0.247,2.4011613613458585e-15
475,476,EN_mse_1-10_2_015_diff1_stdSampEn,"entropy,sampen,controlen,mse",0.247,2.23745815316514e-15
476,477,PH_Walker_momentum_2_res_ac1,trend,0.247,2.0803911707193982e-15
477,478,SB_TransitionpAlphabet_20_ac_maxeig_fexpr2,"symbolic,transitionmat",0.247,2.3603427891647524e-15
478,479,CO_AddNoise_ac_quantiles_10_firstUnder50,"correlation,AMI,entropy",0.247,2.4420940844230254e-15
479,480,MF_GARCHfit_ar_P1_Q1_stde_ac1n,model,0.246,2.787924259209556e-15
480,481,NL_MS_nlpe_3_ac_propbth,"nonlinear,prediction,model",0.246,3.9264310215555446e-15
481,482,NL_TSTL_PoincareSection_max_1_ac1x,"nonlinear,tstool",0.246,3.3332697776869674e-15
482,483,NL_TSTL_PoincareSection_max_mi_ac1y,"nonlinear,tstool",0.246,3.832231373666183e-15
483,484,NL_TSTL_FractalDimensions_2_10_n1_1_5_10_32_1_5_meanDq,"nonlinear,tstool,dimension,correlation",0.246,3.0199950323393263e-15
484,485,SP_Summaries_fft_linfitloglog_all_sigma,FourierSpectrum,0.246,3.0343223504867973e-15
485,486,SP_Summaries_welch_rect_linfitloglog_all_sigma,FourierSpectrum,0.246,3.266033527120627e-15
486,487,SC_FluctAnal_2_dfa_50_1_2_logi_alpha,scaling,0.246,3.251366570142302e-15
487,488,ST_LocalExtrema_l100_diffmaxabsmin,"distribution,stationarity",0.246,2.7298453504539335e-15
488,489,FC_LocalSimple_median5_sws,forecasting,0.246,3.337211719409364e-15
489,490,CO_AddNoise_ac_quantiles_10_pdec,"correlation,AMI,entropy",0.246,2.692220979808857e-15
490,491,SY_SlidingWindow_mom3_s2_2,stationarity,0.246,2.8750663265933076e-15
491,492,DN_Moments_raw_4,"distribution,moment,shape,raw,spreaddep",0.246,3.3407128028592694e-15
492,493,NL_MS_nlpe_3_ac_ac3n,"nonlinear,prediction,model",0.245,6.398944274043107e-15
493,494,MF_GP_LocalPrediction_covSEiso_covNoise_10_3_20_randomgap_meanabserr_run,"model,GaussianProcess",0.245,7.195927985367338e-15
494,495,PP_Compare_rav4_gauss1_kd_r2,"preprocessing,raw",0.245,3.6944285415860615e-15
495,496,PP_Compare_diff2_statav10,"preprocessing,raw,stationarity",0.245,4.32950716419846e-15
496,497,FC_LocalSimple_lfit5_ac1,forecasting,0.245,3.486875828047883e-15
497,498,CO_AddNoise_ac_even_10_fitexpr2,"correlation,AMI,entropy",0.245,4.0012920159269514e-15
498,499,EN_CID_CE1_norm,entropy,0.245,4.267859717382796e-15
499,500,SY_SlidingWindow_mom3_ent2_10,stationarity,0.245,3.6436321036192205e-15
500,501,SY_SlidingWindow_s_ent5_1,stationarity,0.245,4.196359362268767e-15
501,502,CP_ML_StepDetect_l1pwc_005_rmsoffpstep,stepdetection,0.244,5.086105541308445e-15
502,503,MF_StateSpace_n4sid_2_05_1_acsnd0,model,0.244,4.993583989061915e-15
503,504,MF_CompareTestSets_y_ss_best_uniform_25_01_1_meandiffs_median,"model,prediction,stationarity",0.244,4.8007817778408415e-15
504,505,NL_MS_nlpe_3_ac_ftbth,"nonlinear,prediction,model",0.244,5.8742494976175435e-15
505,506,NL_MS_nlpe_2_mi_ac1n,"nonlinear,prediction,model",0.244,6.086230307684976e-15
506,507,PP_Compare_medianf3_kscn_adiff,"preprocessing,raw",0.244,5.082233312254896e-15
507,508,NL_TSTL_FractalDimensions_2_10_n1_1_5_10_32_1_5_meanq,"nonlinear,tstool,dimension,correlation",0.244,5.732832893286778e-15
508,509,SP_Summaries_pgram_hamm_numPromPeaks_2,FourierSpectrum,0.244,4.739614374976326e-15
509,510,SB_MotifThree_diffquant_abca,"symbolic,motifs",0.244,5.699963964670289e-15
510,511,ST_LocalExtrema_n25_stdmax,"distribution,stationarity",0.244,4.6121255726736416e-15
511,512,DN_OutlierInclude_n_001_stdrfexpa,"distribution,outliers",0.244,4.7826649362319035e-15
512,513,FC_LocalSimple_median3_sws,forecasting,0.244,5.332090215988235e-15
513,514,FC_LocalSimple_mean1_tauresrat,forecasting,0.244,5.755212709856993e-15
514,515,PH_Walker_biasprop_05_01_res_runstest,trend,0.244,5.6934926203966334e-15
515,516,SY_SpreadRandomLocal_50_100_meanskew,stationarity,0.244,5.603511164803173e-15
